model,likes,downloads,tags
L3-8B-Stheno-v3.3-32K-GGUF-IQ-Imatrix,35,328,"transformers, gguf, roleplay, llama3, sillytavern, en, base_model:Sao10K/L3-8B-Stheno-v3.3-32K, base_model:quantized:Sao10K/L3-8B-Stheno-v3.3-32K, license:cc-by-nc-4.0, region:us, conversational"
deepseek-0628-gguf,35,458,"gguf, base_model:deepseek-ai/DeepSeek-V2-Chat-0628, base_model:quantized:deepseek-ai/DeepSeek-V2-Chat-0628, endpoints_compatible, region:us, imatrix, conversational"
HELVETE,35,557,"transformers, pytorch, safetensors, gguf, llama, text-generation, not-for-all-audiences, conversational, en, dataset:UnfilteredAI/DAN, base_model:HelpingAI/HelpingAI2-6B, base_model:quantized:HelpingAI/HelpingAI2-6B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
MN-12B-Lyra-v4-GGUF-IQ-Imatrix,35,9757,"nemo, gguf, mistral, roleplay, sillytavern, base_model:Sao10K/MN-12B-Lyra-v4, base_model:quantized:Sao10K/MN-12B-Lyra-v4, license:cc-by-nc-4.0, region:us, conversational"
Llama-3.2-1B-Instruct-GGUF,35,317435,"transformers, gguf, llama, text-generation, llama-3, meta, facebook, unsloth, en, base_model:meta-llama/Llama-3.2-1B-Instruct, base_model:quantized:meta-llama/Llama-3.2-1B-Instruct, license:llama3.2, autotrain_compatible, endpoints_compatible, region:us, conversational"
EXAONE-3.5-2.4B-Instruct-GGUF,35,566,"transformers, gguf, lg-ai, exaone, exaone-3.5, text-generation, en, ko, arxiv:2412.04862, license:other, endpoints_compatible, region:us, conversational"
DeepSeek-R1-Distill-Qwen-14B-Japanese-gguf,35,507,"gguf, japanese, qwen2, text-generation, ja, base_model:cyberagent/DeepSeek-R1-Distill-Qwen-14B-Japanese, base_model:quantized:cyberagent/DeepSeek-R1-Distill-Qwen-14B-Japanese, license:mit, region:us, conversational"
Janus-Pro-7B-LM-GGUF,35,2703,"transformers, gguf, chat, en, base_model:wnma3mz/Janus-Pro-7B-LM, base_model:quantized:wnma3mz/Janus-Pro-7B-LM, license:mit, endpoints_compatible, region:us, conversational"
EXAONE-Deep-7.8B-GGUF,35,1870,"transformers, gguf, lg-ai, exaone, exaone-deep, text-generation, en, ko, arxiv:2503.12524, base_model:LGAI-EXAONE/EXAONE-Deep-7.8B, base_model:quantized:LGAI-EXAONE/EXAONE-Deep-7.8B, license:other, endpoints_compatible, region:us, conversational"
Wizard-Vicuna-7B-Uncensored-GGUF,34,3223,"transformers, gguf, llama, uncensored, en, dataset:ehartford/wizard_vicuna_70k_unfiltered, base_model:cognitivecomputations/Wizard-Vicuna-7B-Uncensored, base_model:quantized:cognitivecomputations/Wizard-Vicuna-7B-Uncensored, license:other, region:us"
MLewd-v2.4-13B-GGUF,34,252,"gguf, not-for-all-audiences, nsfw, license:cc-by-nc-4.0, endpoints_compatible, region:us"
CodeNinja-1.0-OpenChat-7B-GGUF,34,413,"transformers, gguf, mistral, code, text-generation-inference, text-generation, en, dataset:glaiveai/glaive-code-assistant-v2, dataset:TokenBender/code_instructions_122k_alpaca_style, base_model:beowolx/CodeNinja-1.0-OpenChat-7B, base_model:quantized:beowolx/CodeNinja-1.0-OpenChat-7B, license:mit, region:us, conversational"
Airavata,34,1437,"transformers, safetensors, gguf, llama, text-generation, multilingual, instruction-tuning, llama2, en, hi, dataset:ai4bharat/indic-instruct-data-v0.1, arxiv:2401.15006, license:llama2, model-index, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
Llama-3-8B-Instruct-Chinese,34,984,"transformers, safetensors, gguf, llama, text-generation, conversational, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
Llama-3SOME-8B-v2-GGUF,34,374,"gguf, not-for-all-audiences, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
Lumimaid-v0.2-12B-GGUF,34,1396,"gguf, not-for-all-audiences, nsfw, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
Qwen2.5-14B-Instruct-GGUF,34,2249,"gguf, chat, text-generation, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-14B-Instruct, base_model:quantized:Qwen/Qwen2.5-14B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
Llama-3.2-3B-Instruct-GGUF,34,3839,"transformers, gguf, facebook, meta, pytorch, llama, llama-3, text-generation, en, de, fr, it, pt, hi, es, th, base_model:meta-llama/Llama-3.2-3B-Instruct, base_model:quantized:meta-llama/Llama-3.2-3B-Instruct, license:llama3.2, endpoints_compatible, region:us, conversational"
llama-3.2-Korean-Bllossom-3B-gguf-Q4_K_M,34,583,"transformers, gguf, en, ko, arxiv:2403.10882, arxiv:2403.11399, license:llama3.2, endpoints_compatible, region:us, conversational"
OuteTTS-0.1-350M-GGUF,34,279,"gguf, text-to-speech, en, dataset:facebook/multilingual_librispeech, dataset:parler-tts/libritts_r_filtered, license:cc-by-4.0, endpoints_compatible, region:us"
DeepSeek-R1-Distill-Llama-70B-GGUF,34,5247,"gguf, text-generation, base_model:deepseek-ai/DeepSeek-R1-Distill-Llama-70B, base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Llama-70B, endpoints_compatible, region:us, imatrix, conversational"
Qwen2.5-7B-Instruct-1M-GGUF,34,1307,"gguf, chat, text-generation, en, base_model:Qwen/Qwen2.5-7B-Instruct-1M, base_model:quantized:Qwen/Qwen2.5-7B-Instruct-1M, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational"
CodeLlama-13B-Python-GGUF,33,1321,"transformers, gguf, llama, llama-2, text-generation, code, arxiv:2308.12950, license:llama2, region:us"
Mistral-7B-Instruct-v0.1-function-calling-v2,33,0,"transformers, safetensors, gguf, mistral, text-generation, pytorch, mistralai, mistral-7b, functions, function calling, conversational, en, arxiv:2310.06825, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
Noromaid-v0.1-mixtral-8x7b-Instruct-v3-GGUF,33,621,"gguf, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
ShoriRP-v0.75d,33,142,"transformers, gguf, mistral, text-generation, not-for-all-audiences, en, base_model:mistralai/Mistral-7B-Instruct-v0.2, base_model:quantized:mistralai/Mistral-7B-Instruct-v0.2, license:apache-2.0, autotrain_compatible, endpoints_compatible, 4-bit, bitsandbytes, region:us, conversational"
AlphaMonarch-7B-GGUF,33,370,"gguf, endpoints_compatible, region:us, conversational"
Mixtral-8x22B-Instruct-v0.1-GGUF,33,1388,"gguf, quantized, 2-bit, 3-bit, 4-bit, 5-bit, 6-bit, 8-bit, 16-bit, GGUF, mixtral, moe, text-generation, fr, en, es, it, de, base_model:mistralai/Mixtral-8x22B-Instruct-v0.1, base_model:quantized:mistralai/Mixtral-8x22B-Instruct-v0.1, license:apache-2.0, region:us, conversational"
Llama-3-8B-Instruct-Coder-v2-GGUF,33,841,"transformers, gguf, text-generation-inference, unsloth, llama, trl, sft, text-generation, en, base_model:NousResearch/Meta-Llama-3-8B-Instruct, base_model:quantized:NousResearch/Meta-Llama-3-8B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
Phi-3.1-mini-128k-instruct-GGUF,33,3663,"gguf, nlp, code, text-generation, en, base_model:microsoft/Phi-3-mini-128k-instruct, base_model:quantized:microsoft/Phi-3-mini-128k-instruct, license:mit, endpoints_compatible, region:us, conversational"
Qwen2.5-Coder-14B-Instruct-GGUF,33,3892,"gguf, code, codeqwen, chat, qwen, qwen-coder, text-generation, en, base_model:Qwen/Qwen2.5-Coder-14B-Instruct, base_model:quantized:Qwen/Qwen2.5-Coder-14B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
DeepSeek-R1-Distill-Qwen-32B-GGUF,33,8230,"gguf, text-generation, base_model:deepseek-ai/DeepSeek-R1-Distill-Qwen-32B, base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-32B, endpoints_compatible, region:us, conversational"
DeepSeek-R1-Distill-Llama-8B-Abliterated-GGUF,33,6292,"transformers, gguf, en, base_model:stepenZEN/DeepSeek-R1-Distill-Llama-8B-Abliterated, base_model:quantized:stepenZEN/DeepSeek-R1-Distill-Llama-8B-Abliterated, endpoints_compatible, region:us, conversational"
Mistral-Small-24B-Instruct-2501-GGUF,33,364,"gguf, text-generation, en, fr, de, es, it, pt, zh, ja, ru, ko, base_model:mistralai/Mistral-Small-24B-Instruct-2501, base_model:quantized:mistralai/Mistral-Small-24B-Instruct-2501, license:apache-2.0, endpoints_compatible, region:us, conversational"
Cydonia-24B-v2-GGUF,33,1485,"gguf, license:other, endpoints_compatible, region:us"
TaiwanPro-Reason-Llama-3.1-8B,33,3,"gguf, endpoints_compatible, region:us, conversational"
Mistral-Small-3.1-24B-Instruct-2503-MAX-NEO-Imatrix-GGUF,33,1637,"gguf, Mistral, Mistral 2503, instruct, 128k context, all use cases, maxed quants, Neo Imatrix, text-generation, en, fr, de, es, pt, it, ja, ko, ru, zh, ar, fa, id, ms, ne, pl, ro, sr, sv, tr, uk, vi, hi, bn, base_model:mistralai/Mistral-Small-3.1-24B-Instruct-2503, base_model:quantized:mistralai/Mistral-Small-3.1-24B-Instruct-2503, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational"
Phi-4-mini-reasoning-GGUF,33,21026,"transformers, gguf, phi3, text-generation, nlp, unsloth, math, code, phi, phi4, en, base_model:microsoft/Phi-4-mini-reasoning, base_model:quantized:microsoft/Phi-4-mini-reasoning, license:mit, autotrain_compatible, endpoints_compatible, region:us, conversational"
llama2_7b_chat_uncensored-GGUF,32,1452,"transformers, gguf, llama, dataset:ehartford/wizard_vicuna_70k_unfiltered, base_model:georgesung/llama2_7b_chat_uncensored, base_model:quantized:georgesung/llama2_7b_chat_uncensored, license:other, region:us"
una-cybertron-7B-v2-GGUF,32,625,"transformers, gguf, mistral, juanako, UNA, cybertron, fbl, dataset:fblgit/tree-of-knowledge, dataset:Open-Orca/SlimOrca-Dedup, dataset:allenai/ultrafeedback_binarized_cleaned, base_model:fblgit/una-cybertron-7b-v2-bf16, base_model:quantized:fblgit/una-cybertron-7b-v2-bf16, license:apache-2.0, region:us"
Kunoichi-7B-GGUF,32,1836,"transformers, gguf, mistral, merge, base_model:SanjiWatsuki/Kunoichi-7B, base_model:quantized:SanjiWatsuki/Kunoichi-7B, license:cc-by-nc-4.0, region:us"
gemma-2b-GGUF,32,712,"transformers, gguf, license:other, endpoints_compatible, region:us"
Meta-Llama-3-8B-Instruct-GGUF,32,435,"transformers, gguf, llama, facebook, meta, pytorch, llama-3, text-generation, en, license:other, endpoints_compatible, region:us, conversational"
DanTagGen-delta-rev2,32,83238,"transformers, safetensors, gguf, llama, text-generation, not-for-all-audiences, art, en, dataset:KBlueLeaf/danbooru2023-sqlite, license:cc-by-sa-4.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
Llama-3-8B-Instruct-Gradient-1048k-GGUF-smashed,32,171,"gguf, pruna-ai, endpoints_compatible, region:us, conversational"
SimpleSDXL2,32,1173,"diffusers, onnx, safetensors, gguf, license:apache-2.0, region:us"
DeepSeek-Coder-V2-Instruct-GGUF,32,1068,"gguf, text-generation, base_model:deepseek-ai/DeepSeek-Coder-V2-Instruct, base_model:quantized:deepseek-ai/DeepSeek-Coder-V2-Instruct, license:other, endpoints_compatible, region:us, imatrix, conversational"
TIPO-200M-dev,32,0,"transformers, safetensors, gguf, llama, text-generation, en, dataset:laion/conceptual-captions-12m-webdataset, dataset:CaptionEmporium/coyo-hd-11m-llavanext, dataset:KBlueLeaf/danbooru2023-metadata-database, dataset:graph-based-captions/GBC10M, license:cc-by-nc-nd-4.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
magnum-v4-27b-gguf,32,483,"transformers, gguf, chat, text-generation, en, dataset:anthracite-org/c2_logs_16k_llama_v1.1, dataset:NewEden/Claude-Instruct-5K, dataset:anthracite-org/kalo-opus-instruct-22k-no-refusal, dataset:Epiculous/SynthRP-Gens-v1.1-Filtered-n-Cleaned, dataset:lodrick-the-lafted/kalo-opus-instruct-3k-filtered, dataset:anthracite-org/nopm_claude_writing_fixed, dataset:Epiculous/Synthstruct-Gens-v1.1-Filtered-n-Cleaned, dataset:anthracite-org/kalo_opus_misc_240827, dataset:anthracite-org/kalo_misc_part2, license:gemma, endpoints_compatible, region:us, conversational"
Cydonia-22B-v1.3-GGUF,32,1156,"gguf, license:other, endpoints_compatible, region:us, conversational"
EXAONE-3.5-7.8B-Instruct-GGUF,32,547,"transformers, gguf, lg-ai, exaone, exaone-3.5, text-generation, en, ko, arxiv:2412.04862, license:other, endpoints_compatible, region:us, conversational"
moxin-chat-7b,32,290,"pytorch, gguf, mistral, arxiv:2412.06845, license:apache-2.0, endpoints_compatible, region:us, conversational"
google_gemma-3-27b-it-qat-GGUF,32,16863,"gguf, gemma3, gemma, google, image-text-to-text, base_model:google/gemma-3-27b-it-qat-q4_0-unquantized, base_model:quantized:google/gemma-3-27b-it-qat-q4_0-unquantized, license:gemma, endpoints_compatible, region:us, imatrix, conversational"
GLM-4-32B-0414-GGUF,32,14053,"transformers, gguf, glm4, text-generation, unsloth, zh, en, base_model:THUDM/GLM-4-32B-0414, base_model:quantized:THUDM/GLM-4-32B-0414, license:mit, autotrain_compatible, endpoints_compatible, region:us, imatrix, conversational"
Mellum-4b-sft-python-gguf,32,511,"transformers, gguf, code, dataset:bigcode/the-stack, dataset:bigcode/the-stack-v2, dataset:bigcode/starcoderdata, dataset:bigcode/commitpack, base_model:JetBrains/Mellum-4b-sft-python, base_model:quantized:JetBrains/Mellum-4b-sft-python, license:apache-2.0, endpoints_compatible, region:us"
medgemma-27b-text-it-GGUF,32,26683,"transformers, gguf, gemma3_text, text-generation, medical, unsloth - clinical-reasoning - thinking, image-text-to-text, arxiv:2501.19393, arxiv:2303.15343, arxiv:2009.13081, arxiv:2102.09542, arxiv:2411.15640, arxiv:2501.18362, base_model:google/medgemma-27b-text-it, base_model:quantized:google/medgemma-27b-text-it, license:other, autotrain_compatible, endpoints_compatible, region:us, imatrix, conversational"
Llama-2-70B-GGUF,31,2619,"transformers, gguf, llama, facebook, meta, pytorch, llama-2, text-generation, en, arxiv:2307.09288, base_model:meta-llama/Llama-2-70b-hf, base_model:quantized:meta-llama/Llama-2-70b-hf, license:llama2, region:us"
Pygmalion-2-13B-GGUF,31,1973,"transformers, gguf, llama, text generation, instruct, text-generation, en, dataset:PygmalionAI/PIPPA, dataset:Open-Orca/OpenOrca, dataset:Norquinal/claude_multiround_chat_30k, dataset:jondurbin/airoboros-gpt4-1.4.1, dataset:databricks/databricks-dolly-15k, base_model:PygmalionAI/pygmalion-2-13b, base_model:quantized:PygmalionAI/pygmalion-2-13b, license:llama2, region:us"
Yarn-Mistral-7B-64k-GGUF,31,361,"transformers, gguf, mistral, en, dataset:emozilla/yarn-train-tokenized-16k-mistral, arxiv:2309.00071, base_model:NousResearch/Yarn-Mistral-7b-64k, base_model:quantized:NousResearch/Yarn-Mistral-7b-64k, license:apache-2.0, region:us"
quad-mixtrals-gguf,31,281,"gguf, license:apache-2.0, endpoints_compatible, region:us"
Loyal-Macaroni-Maid-7B-GGUF,31,1860,"transformers, gguf, mistral, merge, not-for-all-audiences, nsfw, base_model:SanjiWatsuki/Loyal-Macaroni-Maid-7B, base_model:quantized:SanjiWatsuki/Loyal-Macaroni-Maid-7B, license:cc-by-nc-4.0, region:us"
WhiteRabbitNeo-33B-v1-GGUF,31,850,"transformers, gguf, deepseek, base_model:WhiteRabbitNeo/WhiteRabbitNeo-33B-v1, base_model:quantized:WhiteRabbitNeo/WhiteRabbitNeo-33B-v1, license:other, region:us"
Qwen2-72B-Instruct-GGUF,31,429,"gguf, instruct, chat, text-generation, en, license:other, endpoints_compatible, region:us, imatrix, conversational"
Tifa-7B-Qwen2-v0.1-GGUF,31,305,"gguf, RolePlay, zh, en, base_model:Qwen/Qwen2-7B-Instruct, base_model:quantized:Qwen/Qwen2-7B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
Mistral-Large-Instruct-2407-GGUF,31,1743,"gguf, text-generation, en, fr, de, es, it, pt, zh, ja, ru, ko, base_model:mistralai/Mistral-Large-Instruct-2407, base_model:quantized:mistralai/Mistral-Large-Instruct-2407, license:other, endpoints_compatible, region:us, imatrix, conversational"
Qwen2.5-7B-Instruct-GGUF,31,5215,"gguf, chat, text-generation, en, base_model:Qwen/Qwen2.5-7B-Instruct, base_model:quantized:Qwen/Qwen2.5-7B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
Llama-3.2-1B-Instruct-Q8_0-GGUF,31,57813,"gguf, facebook, meta, pytorch, llama, llama-3, llama-cpp, gguf-my-repo, text-generation, en, de, fr, it, pt, hi, es, th, base_model:meta-llama/Llama-3.2-1B-Instruct, base_model:quantized:meta-llama/Llama-3.2-1B-Instruct, endpoints_compatible, region:us, conversational"
Flux.1-Dedistilled-Mix-Tuned-fp8,31,430,"diffusers, gguf, flux, flux.1, flux.1-schnell, flux.1-dev, flux-merge, merge, blocks, finetune, block patcher, text-to-image, en, license:other, region:us"
GemmaPro,31,18,"gguf, endpoints_compatible, region:us, conversational"
Qwen3-30B-A3B-GGUF,31,39716,"gguf, text-generation, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-30B-A3B, base_model:quantized:Qwen/Qwen3-30B-A3B, license:apache-2.0, endpoints_compatible, region:us, conversational"
DeepSeek-R1-0528-Qwen3-8B-GGUF,31,79990,"gguf, text-generation, base_model:deepseek-ai/DeepSeek-R1-0528-Qwen3-8B, base_model:quantized:deepseek-ai/DeepSeek-R1-0528-Qwen3-8B, license:mit, endpoints_compatible, region:us, conversational"
Pygmalion-2-7B-GGUF,30,3174,"transformers, gguf, llama, text generation, instruct, text-generation, en, dataset:PygmalionAI/PIPPA, dataset:Open-Orca/OpenOrca, dataset:Norquinal/claude_multiround_chat_30k, dataset:jondurbin/airoboros-gpt4-1.4.1, dataset:databricks/databricks-dolly-15k, base_model:PygmalionAI/pygmalion-2-7b, base_model:quantized:PygmalionAI/pygmalion-2-7b, license:llama2, region:us"
WizardLM-7B-uncensored-GGUF,30,4495,"transformers, gguf, llama, uncensored, dataset:ehartford/WizardLM_alpaca_evol_instruct_70k_unfiltered, base_model:cognitivecomputations/WizardLM-7B-Uncensored, base_model:quantized:cognitivecomputations/WizardLM-7B-Uncensored, license:other, region:us"
NSFW_13B_sft-GGUF,30,122,"gguf, baichuan, not-for-all-audiences, text-generation, zh, dataset:zxbsmk/instruct_nsfw_cn, license:apache-2.0, region:us"
OpenHermes-2.5-neural-chat-v3-3-Slerp-GGUF,30,468,"transformers, gguf, mistral, base_model:Weyaxi/OpenHermes-2.5-neural-chat-v3-3-Slerp, base_model:quantized:Weyaxi/OpenHermes-2.5-neural-chat-v3-3-Slerp, license:apache-2.0, region:us"
Mistral-7B-Instruct-v0.2-code-ft-GGUF,30,1160,"transformers, gguf, mistral, base_model:Nondzu/Mistral-7B-Instruct-v0.2-code-ft, base_model:quantized:Nondzu/Mistral-7B-Instruct-v0.2-code-ft, license:cc-by-nc-nd-4.0, region:us, conversational"
Nous-Capybara-limarpv3-34B-GGUF,30,545,"transformers, gguf, llama, base_model:Doctor-Shotgun/Nous-Capybara-limarpv3-34B, base_model:quantized:Doctor-Shotgun/Nous-Capybara-limarpv3-34B, license:other, region:us"
stable-code-3b-GGUF,30,1219,"transformers, gguf, stablelm_epoch, causal-lm, code, en, dataset:tiiuae/falcon-refinedweb, dataset:bigcode/the-stack-github-issues, dataset:bigcode/commitpackft, dataset:bigcode/starcoderdata, dataset:EleutherAI/proof-pile-2, dataset:meta-math/MetaMathQA, arxiv:2307.09288, arxiv:2104.09864, arxiv:2204.06745, arxiv:2305.06161, arxiv:2310.10631, arxiv:2309.12284, arxiv:1910.02054, base_model:stabilityai/stable-code-3b, base_model:quantized:stabilityai/stable-code-3b, license:other, model-index, region:us"
